"","freq","treat","site","year","plot","cover","guild","sumcov","relcov","datacol","species.name"
"9342","CL3","LL","Swanton",2006,"1",2,"EAF",185,0.0108108108108108,"pt_intercept","Cerastium glomeratum"
"9343","CL3","LL","Swanton",2006,"3",2,"EAF",182,0.010989010989011,"pt_intercept","Cerastium glomeratum"
"9344","CL3","RE","Swanton",2006,"1",3,"EAF",151,0.0198675496688742,"pt_intercept","Cerastium glomeratum"
"9345","CL2","LL","Swanton",2006,"2",1,"EPF",156,0.00641025641025641,"pt_intercept","Cirsium vulgare"
"9346","CL1","RE","Swanton",2006,"1",4,"EAG",147,0.0272108843537415,"pt_intercept","Cynosurus echinatus"
"9347","CL1","RE","Swanton",2006,"2",4,"EAG",158,0.0253164556962025,"pt_intercept","Cynosurus echinatus"
"9348","CL2","RE","Swanton",2006,"3",2,"EAG",131,0.0152671755725191,"pt_intercept","Cynosurus echinatus"
"9349","CL2","SD","Swanton",2006,"2",1,"EAG",148,0.00675675675675676,"pt_intercept","Cynosurus echinatus"
"9350","CL3","LL","Swanton",2006,"1",1,"EAG",185,0.00540540540540541,"pt_intercept","Cynosurus echinatus"
"9351","CL3","LL","Swanton",2006,"3",2,"EAG",182,0.010989010989011,"pt_intercept","Cynosurus echinatus"
"9352","CL3","RE","Swanton",2006,"1",4,"EAG",151,0.0264900662251656,"pt_intercept","Cynosurus echinatus"
"9353","CL3","RE","Swanton",2006,"2",1,"EAG",130,0.00769230769230769,"pt_intercept","Cynosurus echinatus"
"9354","CL3","SD","Swanton",2006,"2",2,"EAG",112,0.0178571428571429,"pt_intercept","Cynosurus echinatus"
"9355","CL1","LL","Swanton",2006,"1",7,"NPG",129,0.0542635658914729,"pt_intercept","Danthonia californica"
"9356","CL1","RE","Swanton",2006,"1",3,"NPG",147,0.0204081632653061,"pt_intercept","Danthonia californica"
"9357","CL1","RE","Swanton",2006,"2",44,"NPG",158,0.278481012658228,"pt_intercept","Danthonia californica"
"9358","CL1","SD","Swanton",2006,"1",1,"NPG",94,0.0106382978723404,"pt_intercept","Danthonia californica"
"9359","CL2","SD","Swanton",2006,"1",1,"NPG",242,0.00413223140495868,"pt_intercept","Danthonia californica"
"9360","CL3","LL","Swanton",2006,"1",6,"NPG",185,0.0324324324324324,"pt_intercept","Danthonia californica"
"9361","CL3","LL","Swanton",2006,"2",3,"NPG",172,0.0174418604651163,"pt_intercept","Danthonia californica"
"9362","CL3","RE","Swanton",2006,"2",2,"NPG",130,0.0153846153846154,"pt_intercept","Danthonia californica"
"9363","CL3","RE","Swanton",2006,"3",16,"NPG",106,0.150943396226415,"pt_intercept","Danthonia californica"
"9364","CL3","SD","Swanton",2006,"1",3,"NPG",187,0.0160427807486631,"pt_intercept","Danthonia californica"
"9365","CL3","SD","Swanton",2006,"2",16,"NPG",112,0.142857142857143,"pt_intercept","Danthonia californica"
"9366","CL1","LL","Swanton",2006,"1",1,"EAF",129,0.00775193798449612,"pt_intercept","Erodium botrys"
"9367","CL1","LL","Swanton",2006,"3",4,"EAF",133,0.0300751879699248,"pt_intercept","Erodium botrys"
"9368","CL1","RE","Swanton",2006,"1",1,"EAF",147,0.00680272108843537,"pt_intercept","Erodium botrys"
"9369","CL1","RE","Swanton",2006,"2",5,"EAF",158,0.0316455696202532,"pt_intercept","Erodium botrys"
"9370","CL1","RE","Swanton",2006,"3",15,"EAF",142,0.105633802816901,"pt_intercept","Erodium botrys"
"9371","CL1","SD","Swanton",2006,"2",2,"EAF",123,0.016260162601626,"pt_intercept","Erodium botrys"
"9372","CL1","SD","Swanton",2006,"3",2,"EAF",124,0.0161290322580645,"pt_intercept","Erodium botrys"
"9373","CL2","LL","Swanton",2006,"1",14,"EAF",144,0.0972222222222222,"pt_intercept","Erodium botrys"
"9374","CL2","LL","Swanton",2006,"2",14,"EAF",156,0.0897435897435897,"pt_intercept","Erodium botrys"
"9375","CL2","RE","Swanton",2006,"2",26,"EAF",155,0.167741935483871,"pt_intercept","Erodium botrys"
"9376","CL2","RE","Swanton",2006,"3",1,"EAF",131,0.00763358778625954,"pt_intercept","Erodium botrys"
"9377","CL2","SD","Swanton",2006,"1",17,"EAF",242,0.0702479338842975,"pt_intercept","Erodium botrys"
"9378","CL2","SD","Swanton",2006,"2",17,"EAF",148,0.114864864864865,"pt_intercept","Erodium botrys"
"9379","CL2","SD","Swanton",2006,"3",5,"EAF",132,0.0378787878787879,"pt_intercept","Erodium botrys"
"9380","CL3","LL","Swanton",2006,"1",6,"EAF",185,0.0324324324324324,"pt_intercept","Erodium botrys"
"9381","CL3","LL","Swanton",2006,"2",14,"EAF",172,0.0813953488372093,"pt_intercept","Erodium botrys"
"9382","CL3","LL","Swanton",2006,"3",1,"EAF",182,0.00549450549450549,"pt_intercept","Erodium botrys"
"9383","CL3","RE","Swanton",2006,"1",2,"EAF",151,0.0132450331125828,"pt_intercept","Erodium botrys"
"9384","CL3","RE","Swanton",2006,"2",1,"EAF",130,0.00769230769230769,"pt_intercept","Erodium botrys"
"9385","CL3","RE","Swanton",2006,"3",4,"EAF",106,0.0377358490566038,"pt_intercept","Erodium botrys"
"9386","CL3","SD","Swanton",2006,"1",2,"EAF",187,0.0106951871657754,"pt_intercept","Erodium botrys"
"9387","CL3","SD","Swanton",2006,"2",9,"EAF",112,0.0803571428571429,"pt_intercept","Erodium botrys"
"9388","CL1","RE","Swanton",2006,"3",1,"EAF",142,0.00704225352112676,"pt_intercept","Erodium cicutarium"
"9389","CL3","RE","Swanton",2006,"1",1,"EAF",151,0.00662251655629139,"pt_intercept","Erodium cicutarium"
"9390","CL1","LL","Swanton",2006,"3",4,"EAF",133,0.0300751879699248,"pt_intercept","Erodium moschatum"
"9391","CL1","RE","Swanton",2006,"3",4,"EAF",142,0.028169014084507,"pt_intercept","Erodium moschatum"
"9392","CL2","LL","Swanton",2006,"2",4,"EAF",156,0.0256410256410256,"pt_intercept","Erodium moschatum"
"9393","CL2","LL","Swanton",2006,"3",1,"EAF",171,0.00584795321637427,"pt_intercept","Erodium moschatum"
"9394","CL2","SD","Swanton",2006,"3",1,"EAF",132,0.00757575757575758,"pt_intercept","Erodium moschatum"
"9395","CL3","LL","Swanton",2006,"2",13,"EAF",172,0.0755813953488372,"pt_intercept","Erodium moschatum"
"9396","CL3","LL","Swanton",2006,"3",2,"EAF",182,0.010989010989011,"pt_intercept","Erodium moschatum"
"9397","CL3","RE","Swanton",2006,"1",27,"EAF",151,0.178807947019868,"pt_intercept","Erodium moschatum"
"9398","CL3","RE","Swanton",2006,"2",3,"EAF",130,0.0230769230769231,"pt_intercept","Erodium moschatum"
"9399","CL3","RE","Swanton",2006,"3",11,"EAF",106,0.10377358490566,"pt_intercept","Erodium moschatum"
"9400","CL3","SD","Swanton",2006,"1",21,"EAF",187,0.112299465240642,"pt_intercept","Erodium moschatum"
"9401","CL3","SD","Swanton",2006,"2",2,"EAF",112,0.0178571428571429,"pt_intercept","Erodium moschatum"
"9402","Grazed","none","Swanton",2006,"1",8,"EAF",101,0.0792079207920792,"pt_intercept","Erodium moschatum"
"9403","Grazed","none","Swanton",2006,"2",4,"EAF",103,0.0388349514563107,"pt_intercept","Erodium moschatum"
"9404","CL3","LL","Swanton",2006,"2",2,"NPF",172,0.0116279069767442,"pt_intercept","Eschscholzia californica"
"9405","CL3","LL","Swanton",2006,"3",9,"NPF",182,0.0494505494505494,"pt_intercept","Eschscholzia californica"
"9406","CL3","RE","Swanton",2006,"1",1,"NPF",151,0.00662251655629139,"pt_intercept","Eschscholzia californica"
"9407","CL1","LL","Swanton",2006,"1",3,"EAF",129,0.0232558139534884,"pt_intercept","Geranium dissectum"
"9408","CL1","LL","Swanton",2006,"2",5,"EAF",107,0.0467289719626168,"pt_intercept","Geranium dissectum"
"9409","CL1","LL","Swanton",2006,"3",16,"EAF",133,0.120300751879699,"pt_intercept","Geranium dissectum"
"9410","CL1","RE","Swanton",2006,"2",3,"EAF",158,0.0189873417721519,"pt_intercept","Geranium dissectum"
"9411","CL1","RE","Swanton",2006,"3",3,"EAF",142,0.0211267605633803,"pt_intercept","Geranium dissectum"
"9412","CL1","SD","Swanton",2006,"1",1,"EAF",94,0.0106382978723404,"pt_intercept","Geranium dissectum"
"9413","CL1","SD","Swanton",2006,"2",3,"EAF",123,0.024390243902439,"pt_intercept","Geranium dissectum"
"9414","CL2","LL","Swanton",2006,"1",11,"EAF",144,0.0763888888888889,"pt_intercept","Geranium dissectum"
"9415","CL2","LL","Swanton",2006,"2",8,"EAF",156,0.0512820512820513,"pt_intercept","Geranium dissectum"
"9416","CL2","LL","Swanton",2006,"3",30,"EAF",171,0.175438596491228,"pt_intercept","Geranium dissectum"
"9417","CL2","RE","Swanton",2006,"1",5,"EAF",108,0.0462962962962963,"pt_intercept","Geranium dissectum"
"9418","CL2","RE","Swanton",2006,"2",5,"EAF",155,0.032258064516129,"pt_intercept","Geranium dissectum"
"9419","CL2","RE","Swanton",2006,"3",3,"EAF",131,0.0229007633587786,"pt_intercept","Geranium dissectum"
"9420","CL2","SD","Swanton",2006,"1",9,"EAF",242,0.0371900826446281,"pt_intercept","Geranium dissectum"
"9421","CL2","SD","Swanton",2006,"2",2,"EAF",148,0.0135135135135135,"pt_intercept","Geranium dissectum"
"9422","CL2","SD","Swanton",2006,"3",1,"EAF",132,0.00757575757575758,"pt_intercept","Geranium dissectum"
"9423","CL3","LL","Swanton",2006,"1",4,"EAF",185,0.0216216216216216,"pt_intercept","Geranium dissectum"
"9424","CL3","LL","Swanton",2006,"2",7,"EAF",172,0.0406976744186047,"pt_intercept","Geranium dissectum"
"9425","CL3","LL","Swanton",2006,"3",8,"EAF",182,0.043956043956044,"pt_intercept","Geranium dissectum"
"9426","CL3","RE","Swanton",2006,"1",10,"EAF",151,0.0662251655629139,"pt_intercept","Geranium dissectum"
"9427","CL3","RE","Swanton",2006,"2",1,"EAF",130,0.00769230769230769,"pt_intercept","Geranium dissectum"
"9428","CL3","RE","Swanton",2006,"3",2,"EAF",106,0.0188679245283019,"pt_intercept","Geranium dissectum"
"9429","CL3","SD","Swanton",2006,"1",1,"EAF",187,0.0053475935828877,"pt_intercept","Geranium dissectum"
"9430","CL3","SD","Swanton",2006,"2",2,"EAF",112,0.0178571428571429,"pt_intercept","Geranium dissectum"
"9431","CL3","SD","Swanton",2006,"3",2,"EAF",86,0.0232558139534884,"pt_intercept","Geranium dissectum"
"9432","Control","none","Swanton",2006,"1",1,"EAF",32,0.03125,"pt_intercept","Geranium dissectum"
"9433","Control","none","Swanton",2006,"2",1,"EAF",119,0.00840336134453781,"pt_intercept","Geranium dissectum"
"9434","Control","none","Swanton",2006,"3",1,"EAF",38,0.0263157894736842,"pt_intercept","Geranium dissectum"
"9435","Grazed","none","Swanton",2006,"2",1,"EAF",103,0.00970873786407767,"pt_intercept","Geranium dissectum"
"9436","Grazed","none","Swanton",2006,"1",1,"NPG",101,0.0099009900990099,"pt_intercept","Hordeum brachyantherum"
"9437","Grazed","none","Swanton",2006,"3",1,"NPG",90,0.0111111111111111,"pt_intercept","Hordeum brachyantherum"
"9438","CL2","LL","Swanton",2006,"1",1,"EAF",144,0.00694444444444444,"pt_intercept","Hypochaeris glabra"
"9439","CL2","SD","Swanton",2006,"1",4,"EAF",242,0.0165289256198347,"pt_intercept","Hypochaeris glabra"
"9440","CL1","LL","Swanton",2006,"1",1,"EPF",129,0.00775193798449612,"pt_intercept","Hypochaeris radicata"
"9441","CL1","LL","Swanton",2006,"2",2,"EPF",107,0.0186915887850467,"pt_intercept","Hypochaeris radicata"
"9442","CL1","RE","Swanton",2006,"1",5,"EPF",147,0.0340136054421769,"pt_intercept","Hypochaeris radicata"
"9443","CL1","RE","Swanton",2006,"2",2,"EPF",158,0.0126582278481013,"pt_intercept","Hypochaeris radicata"
"9444","CL2","LL","Swanton",2006,"1",5,"EPF",144,0.0347222222222222,"pt_intercept","Hypochaeris radicata"
"9445","CL2","RE","Swanton",2006,"3",1,"EPF",131,0.00763358778625954,"pt_intercept","Hypochaeris radicata"
"9446","CL2","SD","Swanton",2006,"1",2,"EPF",242,0.00826446280991736,"pt_intercept","Hypochaeris radicata"
"9447","CL3","LL","Swanton",2006,"1",5,"EPF",185,0.027027027027027,"pt_intercept","Hypochaeris radicata"
"9448","CL3","RE","Swanton",2006,"2",5,"EPF",130,0.0384615384615385,"pt_intercept","Hypochaeris radicata"
"9449","CL3","SD","Swanton",2006,"2",1,"EPF",112,0.00892857142857143,"pt_intercept","Hypochaeris radicata"
"9450","CL3","RE","Swanton",2006,"1",2,"NAGr",151,0.0132450331125828,"pt_intercept","Juncus bufonius"
"9451","CL2","SD","Swanton",2006,"1",1,"NPGr",242,0.00413223140495868,"pt_intercept","Juncus patens"
"9452","CL1","LL","Swanton",2006,"1",5,"EAG",129,0.0387596899224806,"pt_intercept","Festuca perennis"
"9453","CL1","LL","Swanton",2006,"3",15,"EAG",133,0.112781954887218,"pt_intercept","Festuca perennis"
"9454","CL1","RE","Swanton",2006,"1",11,"EAG",147,0.0748299319727891,"pt_intercept","Festuca perennis"
"9455","CL1","RE","Swanton",2006,"2",2,"EAG",158,0.0126582278481013,"pt_intercept","Festuca perennis"
"9456","CL1","RE","Swanton",2006,"3",1,"EAG",142,0.00704225352112676,"pt_intercept","Festuca perennis"
"9457","CL1","SD","Swanton",2006,"1",3,"EAG",94,0.0319148936170213,"pt_intercept","Festuca perennis"
"9458","CL1","SD","Swanton",2006,"2",11,"EAG",123,0.0894308943089431,"pt_intercept","Festuca perennis"
"9459","CL1","SD","Swanton",2006,"3",17,"EAG",124,0.137096774193548,"pt_intercept","Festuca perennis"
"9460","CL2","LL","Swanton",2006,"3",12,"EAG",171,0.0701754385964912,"pt_intercept","Festuca perennis"
"9461","CL2","RE","Swanton",2006,"3",1,"EAG",131,0.00763358778625954,"pt_intercept","Festuca perennis"
"9462","CL2","SD","Swanton",2006,"2",1,"EAG",148,0.00675675675675676,"pt_intercept","Festuca perennis"
"9463","CL3","LL","Swanton",2006,"1",4,"EAG",185,0.0216216216216216,"pt_intercept","Festuca perennis"
"9464","CL3","LL","Swanton",2006,"2",14,"EAG",172,0.0813953488372093,"pt_intercept","Festuca perennis"
"9465","CL3","LL","Swanton",2006,"3",13,"EAG",182,0.0714285714285714,"pt_intercept","Festuca perennis"
"9466","CL3","RE","Swanton",2006,"2",4,"EAG",130,0.0307692307692308,"pt_intercept","Festuca perennis"
"9467","CL3","RE","Swanton",2006,"3",1,"EAG",106,0.00943396226415094,"pt_intercept","Festuca perennis"
"9468","CL3","SD","Swanton",2006,"1",1,"EAG",187,0.0053475935828877,"pt_intercept","Festuca perennis"
"9469","CL3","SD","Swanton",2006,"2",3,"EAG",112,0.0267857142857143,"pt_intercept","Festuca perennis"
"9470","CL3","SD","Swanton",2006,"3",10,"EAG",86,0.116279069767442,"pt_intercept","Festuca perennis"
"9471","Control","none","Swanton",2006,"2",2,"EAG",119,0.0168067226890756,"pt_intercept","Festuca perennis"
"9472","Control","none","Swanton",2006,"3",3,"EAG",38,0.0789473684210526,"pt_intercept","Festuca perennis"
"9473","Grazed","none","Swanton",2006,"1",49,"EAG",101,0.485148514851485,"pt_intercept","Festuca perennis"
"9474","Grazed","none","Swanton",2006,"2",73,"EAG",103,0.70873786407767,"pt_intercept","Festuca perennis"
"9475","Grazed","none","Swanton",2006,"3",62,"EAG",90,0.688888888888889,"pt_intercept","Festuca perennis"
"9476","CL1","RE","Swanton",2006,"2",30,"NPG",158,0.189873417721519,"pt_intercept","Stipa pulchra"
"9477","CL1","SD","Swanton",2006,"1",1,"NPG",94,0.0106382978723404,"pt_intercept","Stipa pulchra"
"9478","CL1","SD","Swanton",2006,"3",4,"NPG",124,0.032258064516129,"pt_intercept","Stipa pulchra"
"9479","CL3","SD","Swanton",2006,"1",3,"NPG",187,0.0160427807486631,"pt_intercept","Stipa pulchra"
"9480","CL3","SD","Swanton",2006,"2",1,"NPG",112,0.00892857142857143,"pt_intercept","Stipa pulchra"
"9481","CL3","SD","Swanton",2006,"3",5,"NPG",86,0.0581395348837209,"pt_intercept","Stipa pulchra"
"9482","CL1","LL","Swanton",2006,"1",56,"EPF",129,0.434108527131783,"pt_intercept","Plantago lanceolata"
"9483","CL1","LL","Swanton",2006,"2",34,"EPF",107,0.317757009345794,"pt_intercept","Plantago lanceolata"
"9484","CL1","LL","Swanton",2006,"3",27,"EPF",133,0.203007518796992,"pt_intercept","Plantago lanceolata"
"9485","CL1","RE","Swanton",2006,"1",32,"EPF",147,0.217687074829932,"pt_intercept","Plantago lanceolata"
"9486","CL1","RE","Swanton",2006,"2",35,"EPF",158,0.221518987341772,"pt_intercept","Plantago lanceolata"
"9487","CL1","RE","Swanton",2006,"3",10,"EPF",142,0.0704225352112676,"pt_intercept","Plantago lanceolata"
"9488","CL1","SD","Swanton",2006,"1",78,"EPF",94,0.829787234042553,"pt_intercept","Plantago lanceolata"
"9489","CL1","SD","Swanton",2006,"2",60,"EPF",123,0.48780487804878,"pt_intercept","Plantago lanceolata"
"9490","CL1","SD","Swanton",2006,"3",35,"EPF",124,0.282258064516129,"pt_intercept","Plantago lanceolata"
"9491","CL2","LL","Swanton",2006,"1",16,"EPF",144,0.111111111111111,"pt_intercept","Plantago lanceolata"
"9492","CL2","LL","Swanton",2006,"2",6,"EPF",156,0.0384615384615385,"pt_intercept","Plantago lanceolata"
"9493","CL2","LL","Swanton",2006,"3",10,"EPF",171,0.0584795321637427,"pt_intercept","Plantago lanceolata"
"9494","CL2","RE","Swanton",2006,"1",28,"EPF",108,0.259259259259259,"pt_intercept","Plantago lanceolata"
"9495","CL2","RE","Swanton",2006,"3",28,"EPF",131,0.213740458015267,"pt_intercept","Plantago lanceolata"
"9496","CL2","SD","Swanton",2006,"1",42,"EPF",242,0.173553719008264,"pt_intercept","Plantago lanceolata"
"9497","CL2","SD","Swanton",2006,"2",6,"EPF",148,0.0405405405405405,"pt_intercept","Plantago lanceolata"
"9498","CL2","SD","Swanton",2006,"3",9,"EPF",132,0.0681818181818182,"pt_intercept","Plantago lanceolata"
"9499","CL3","LL","Swanton",2006,"1",13,"EPF",185,0.0702702702702703,"pt_intercept","Plantago lanceolata"
"9500","CL3","LL","Swanton",2006,"3",21,"EPF",182,0.115384615384615,"pt_intercept","Plantago lanceolata"
"9501","CL3","RE","Swanton",2006,"1",2,"EPF",151,0.0132450331125828,"pt_intercept","Plantago lanceolata"
"9502","CL3","RE","Swanton",2006,"2",25,"EPF",130,0.192307692307692,"pt_intercept","Plantago lanceolata"
"9503","CL3","RE","Swanton",2006,"3",25,"EPF",106,0.235849056603774,"pt_intercept","Plantago lanceolata"
"9504","CL3","SD","Swanton",2006,"1",6,"EPF",187,0.0320855614973262,"pt_intercept","Plantago lanceolata"
"9505","CL3","SD","Swanton",2006,"2",31,"EPF",112,0.276785714285714,"pt_intercept","Plantago lanceolata"
"9506","CL3","SD","Swanton",2006,"3",36,"EPF",86,0.418604651162791,"pt_intercept","Plantago lanceolata"
"9507","Grazed","none","Swanton",2006,"1",3,"EPF",101,0.0297029702970297,"pt_intercept","Plantago lanceolata"
"9508","Grazed","none","Swanton",2006,"2",1,"EPF",103,0.00970873786407767,"pt_intercept","Plantago lanceolata"
"9509","CL1","RE","Swanton",2006,"2",3,"EAG",158,0.0189873417721519,"pt_intercept","Poa annua"
"9510","CL2","SD","Swanton",2006,"1",1,"EAG",242,0.00413223140495868,"pt_intercept","Poa annua"
"9511","CL3","LL","Swanton",2006,"1",33,"EAG",185,0.178378378378378,"pt_intercept","Poa annua"
"9512","CL3","LL","Swanton",2006,"2",8,"EAG",172,0.0465116279069767,"pt_intercept","Poa annua"
"9513","CL3","LL","Swanton",2006,"3",16,"EAG",182,0.0879120879120879,"pt_intercept","Poa annua"
"9514","CL3","RE","Swanton",2006,"1",3,"EAG",151,0.0198675496688742,"pt_intercept","Poa annua"
"9515","CL3","RE","Swanton",2006,"2",31,"EAG",130,0.238461538461538,"pt_intercept","Poa annua"
"9516","CL3","RE","Swanton",2006,"3",2,"EAG",106,0.0188679245283019,"pt_intercept","Poa annua"
"9517","CL3","SD","Swanton",2006,"1",7,"EAG",187,0.0374331550802139,"pt_intercept","Poa annua"
"9518","CL3","SD","Swanton",2006,"2",8,"EAG",112,0.0714285714285714,"pt_intercept","Poa annua"
"9519","Grazed","none","Swanton",2006,"3",1,"EAG",90,0.0111111111111111,"pt_intercept","Poa annua"
"9520","CL1","LL","Swanton",2006,"1",18,"EPF",129,0.13953488372093,"pt_intercept","Rumex acetosella"
"9521","CL1","LL","Swanton",2006,"2",11,"EPF",107,0.102803738317757,"pt_intercept","Rumex acetosella"
"9522","CL1","LL","Swanton",2006,"3",19,"EPF",133,0.142857142857143,"pt_intercept","Rumex acetosella"
"9523","CL1","RE","Swanton",2006,"1",10,"EPF",147,0.0680272108843537,"pt_intercept","Rumex acetosella"
"9524","CL1","RE","Swanton",2006,"2",12,"EPF",158,0.0759493670886076,"pt_intercept","Rumex acetosella"
"9525","CL1","RE","Swanton",2006,"3",32,"EPF",142,0.225352112676056,"pt_intercept","Rumex acetosella"
"9526","CL1","SD","Swanton",2006,"1",5,"EPF",94,0.0531914893617021,"pt_intercept","Rumex acetosella"
"9527","CL1","SD","Swanton",2006,"2",17,"EPF",123,0.138211382113821,"pt_intercept","Rumex acetosella"
"9528","CL1","SD","Swanton",2006,"3",24,"EPF",124,0.193548387096774,"pt_intercept","Rumex acetosella"
"9529","CL2","LL","Swanton",2006,"1",25,"EPF",144,0.173611111111111,"pt_intercept","Rumex acetosella"
"9530","CL2","LL","Swanton",2006,"2",30,"EPF",156,0.192307692307692,"pt_intercept","Rumex acetosella"
"9531","CL2","LL","Swanton",2006,"3",22,"EPF",171,0.128654970760234,"pt_intercept","Rumex acetosella"
"9532","CL2","RE","Swanton",2006,"1",17,"EPF",108,0.157407407407407,"pt_intercept","Rumex acetosella"
"9533","CL2","RE","Swanton",2006,"2",7,"EPF",155,0.0451612903225806,"pt_intercept","Rumex acetosella"
"9534","CL2","RE","Swanton",2006,"3",23,"EPF",131,0.175572519083969,"pt_intercept","Rumex acetosella"
"9535","CL2","SD","Swanton",2006,"1",38,"EPF",242,0.15702479338843,"pt_intercept","Rumex acetosella"
"9536","CL2","SD","Swanton",2006,"2",27,"EPF",148,0.182432432432432,"pt_intercept","Rumex acetosella"
"9537","CL2","SD","Swanton",2006,"3",31,"EPF",132,0.234848484848485,"pt_intercept","Rumex acetosella"
"9538","CL3","LL","Swanton",2006,"1",28,"EPF",185,0.151351351351351,"pt_intercept","Rumex acetosella"
"9539","CL3","LL","Swanton",2006,"2",51,"EPF",172,0.296511627906977,"pt_intercept","Rumex acetosella"
"9540","CL3","LL","Swanton",2006,"3",21,"EPF",182,0.115384615384615,"pt_intercept","Rumex acetosella"
"9541","CL3","RE","Swanton",2006,"1",30,"EPF",151,0.198675496688742,"pt_intercept","Rumex acetosella"
"9542","CL3","RE","Swanton",2006,"2",13,"EPF",130,0.1,"pt_intercept","Rumex acetosella"
"9543","CL3","RE","Swanton",2006,"3",12,"EPF",106,0.113207547169811,"pt_intercept","Rumex acetosella"
"9544","CL3","SD","Swanton",2006,"1",25,"EPF",187,0.133689839572193,"pt_intercept","Rumex acetosella"
"9545","CL3","SD","Swanton",2006,"2",7,"EPF",112,0.0625,"pt_intercept","Rumex acetosella"
"9546","CL3","SD","Swanton",2006,"3",16,"EPF",86,0.186046511627907,"pt_intercept","Rumex acetosella"
"9547","Control","none","Swanton",2006,"2",39,"EPF",119,0.327731092436975,"pt_intercept","Rumex acetosella"
"9548","Control","none","Swanton",2006,"3",2,"EPF",38,0.0526315789473684,"pt_intercept","Rumex acetosella"
"9549","Grazed","none","Swanton",2006,"2",7,"EPF",103,0.0679611650485437,"pt_intercept","Rumex acetosella"
"9550","Grazed","none","Swanton",2006,"3",6,"EPF",90,0.0666666666666667,"pt_intercept","Rumex acetosella"
"9551","CL3","LL","Swanton",2006,"2",2,"EPF",172,0.0116279069767442,"pt_intercept","Rumex pulcher"
"9552","CL3","SD","Swanton",2006,"1",2,"EPF",187,0.0106951871657754,"pt_intercept","Rumex pulcher"
"9553","Control","none","Swanton",2006,"1",1,"EPF",32,0.03125,"pt_intercept","Rumex pulcher"
"9554","Control","none","Swanton",2006,"2",1,"EPF",119,0.00840336134453781,"pt_intercept","Rumex pulcher"
"9555","CL1","RE","Swanton",2006,"1",1,"EAF",147,0.00680272108843537,"pt_intercept","Sherardia arvensis"
"9556","CL2","LL","Swanton",2006,"1",1,"EAF",144,0.00694444444444444,"pt_intercept","Sherardia arvensis"
"9557","CL2","RE","Swanton",2006,"2",1,"EAF",155,0.00645161290322581,"pt_intercept","Sherardia arvensis"
"9558","CL2","RE","Swanton",2006,"3",2,"EAF",131,0.0152671755725191,"pt_intercept","Sherardia arvensis"
"9559","CL2","SD","Swanton",2006,"1",1,"EAF",242,0.00413223140495868,"pt_intercept","Sherardia arvensis"
"9560","CL2","SD","Swanton",2006,"2",1,"EAF",148,0.00675675675675676,"pt_intercept","Sherardia arvensis"
"9561","CL3","LL","Swanton",2006,"1",4,"EAF",185,0.0216216216216216,"pt_intercept","Sherardia arvensis"
"9562","CL3","LL","Swanton",2006,"3",2,"EAF",182,0.010989010989011,"pt_intercept","Sherardia arvensis"
"9563","CL3","RE","Swanton",2006,"1",2,"EAF",151,0.0132450331125828,"pt_intercept","Sherardia arvensis"
"9564","CL1","SD","Swanton",2006,"1",1,"NPF",94,0.0106382978723404,"pt_intercept","Sisyrinchium bellum"
"9565","CL3","SD","Swanton",2006,"1",1,"NPF",187,0.0053475935828877,"pt_intercept","Sisyrinchium bellum"
"9566","CL3","SD","Swanton",2006,"2",7,"NPF",112,0.0625,"pt_intercept","Sisyrinchium bellum"
"9567","CL3","RE","Swanton",2006,"1",3,"EAF",151,0.0198675496688742,"pt_intercept","Stellaria media"
"9568","Grazed","none","Swanton",2006,"2",1,"EAF",103,0.00970873786407767,"pt_intercept","Stellaria media"
"9569","CL3","RE","Swanton",2006,"1",4,"EAF",151,0.0264900662251656,"pt_intercept","Trifolium dubium"
"9570","Grazed","none","Swanton",2006,"2",1,"EAF",103,0.00970873786407767,"pt_intercept","Trifolium dubium"
"9571","CL1","LL","Swanton",2006,"3",1,"EAF",133,0.0075187969924812,"pt_intercept","Trifolium subterraneum"
"9572","CL1","RE","Swanton",2006,"1",1,"EAF",147,0.00680272108843537,"pt_intercept","Trifolium subterraneum"
"9573","CL1","RE","Swanton",2006,"2",2,"EAF",158,0.0126582278481013,"pt_intercept","Trifolium subterraneum"
"9574","CL2","RE","Swanton",2006,"2",1,"EAF",155,0.00645161290322581,"pt_intercept","Trifolium subterraneum"
"9575","CL3","LL","Swanton",2006,"1",9,"EAF",185,0.0486486486486487,"pt_intercept","Trifolium subterraneum"
"9576","CL3","LL","Swanton",2006,"2",4,"EAF",172,0.0232558139534884,"pt_intercept","Trifolium subterraneum"
"9577","CL3","LL","Swanton",2006,"3",3,"EAF",182,0.0164835164835165,"pt_intercept","Trifolium subterraneum"
"9578","CL3","RE","Swanton",2006,"1",12,"EAF",151,0.0794701986754967,"pt_intercept","Trifolium subterraneum"
"9579","CL3","RE","Swanton",2006,"2",14,"EAF",130,0.107692307692308,"pt_intercept","Trifolium subterraneum"
"9580","CL3","SD","Swanton",2006,"1",5,"EAF",187,0.0267379679144385,"pt_intercept","Trifolium subterraneum"
"9581","CL3","SD","Swanton",2006,"2",2,"EAF",112,0.0178571428571429,"pt_intercept","Trifolium subterraneum"
"9582","CL3","SD","Swanton",2006,"3",1,"EAF",86,0.0116279069767442,"pt_intercept","Trifolium subterraneum"
