"","site","year","plot","cover","guild","sumcov","relcov","datacol","species.name","meanp","meanT"
"230","UCSC",1999,"3",16,"EPF",226,0.07079646,"pt_intercept","Plantago lanceolata",675.426804123711,14.2685773195876
"231","UCSC",1999,"3",32,"NPF",226,0.1415929,"pt_intercept","Eschscholzia californica",580.352532391048,14.909210836278
"232","UCSC",2000,"3",11,"EAF",147,0.07482993,"pt_intercept","Erodium botrys",564.372064276885,15.2334363411619
"233","UCSC",2000,"3",1,"EAF",147,0.006802721,"pt_intercept","Erodium cicutarium",446.619139547711,15.7789299503585
"234","UCSC",2000,"3",15,"EAF",147,0.1020408,"pt_intercept","Geranium dissectum",665.910390848427,14.472068636797
"235","UCSC",2000,"3",35,"EAG",147,0.2380952,"pt_intercept","Bromus hordeaceus",560.920892494929,15.0156862745098
"236","UCSC",2000,"3",16,"EAG",147,0.1088435,"pt_intercept","Vulpia myuros",569.9375,15.07890625
"237","UCSC",2000,"3",35,"EAG",147,0.2380952,"pt_intercept","Festuca perennis",439.223350253807,15.6517766497462
"238","UCSC",2000,"3",2,"EPF",147,0.01360544,"pt_intercept","Hirschfeldia incana",436.671169073125,15.9949231485794
"239","UCSC",2000,"3",1,"EPF",147,0.006802721,"pt_intercept","Hypochaeris radicata",786.241477272727,13.9678977272727
"240","UCSC",2000,"3",4,"EPF",147,0.02721088,"pt_intercept","Plantago lanceolata",675.426804123711,14.2685773195876
"241","UCSC",2000,"3",27,"NPF",147,0.1836735,"pt_intercept","Eschscholzia californica",580.352532391048,14.909210836278
"242","UCSC",2001,"3",38,"EAF",158,0.2405063,"pt_intercept","Erodium botrys",564.372064276885,15.2334363411619
"243","UCSC",2001,"3",6,"EAF",158,0.03797468,"pt_intercept","Geranium dissectum",665.910390848427,14.472068636797
"244","UCSC",2001,"3",56,"EAG",158,0.3544304,"pt_intercept","Brachypodium distachyon",506.828431372549,15.8725490196078
"245","UCSC",2001,"3",1,"EAG",158,0.006329114,"pt_intercept","Bromus diandrus",498.078320090806,15.4570942111237
"246","UCSC",2001,"3",13,"EAG",158,0.08227848,"pt_intercept","Vulpia myuros",569.9375,15.07890625
"247","UCSC",2001,"3",24,"EAG",158,0.1518987,"pt_intercept","Festuca perennis",439.223350253807,15.6517766497462
"248","UCSC",2001,"3",2,"EPF",158,0.01265823,"pt_intercept","Plantago lanceolata",675.426804123711,14.2685773195876
"249","UCSC",2001,"3",1,"EPF",158,0.006329114,"pt_intercept","Rumex acetosella",840.902636916836,12.4764705882353
"250","UCSC",2001,"3",17,"NPF",158,0.1075949,"pt_intercept","Eschscholzia californica",580.352532391048,14.909210836278
"251","UCSC",2002,"3",27,"EAF",170,0.1588235,"pt_intercept","Erodium botrys",564.372064276885,15.2334363411619
"252","UCSC",2002,"3",9,"EAF",170,0.05294118,"pt_intercept","Geranium dissectum",665.910390848427,14.472068636797
"253","UCSC",2002,"3",1,"EAF",170,0.005882353,"pt_intercept","Lysimachia arvensis",563.950011158224,15.2182102209328
"254","UCSC",2002,"3",1,"EAF",170,0.005882353,"pt_intercept","Trifolium angustifolium",725.495192307692,13.6552884615385
"255","UCSC",2002,"3",3,"EAF",170,0.01764706,"pt_intercept","Trifolium dubium",871.761261261261,14.1328828828829
"256","UCSC",2002,"3",17,"EAF",170,0.1,"pt_intercept","Trifolium subterraneum",806.716101694915,14.3432203389831
"257","UCSC",2002,"3",1,"EAG",170,0.005882353,"pt_intercept","Avena barbata",513.813936249073,15.448628613788
"258","UCSC",2002,"3",3,"EAG",170,0.01764706,"pt_intercept","Cynosurus echinatus",883.832432432432,13.6854054054054
"259","UCSC",2002,"3",75,"EAG",170,0.4411765,"pt_intercept","Vulpia myuros",569.9375,15.07890625
"260","UCSC",2002,"3",13,"EAG",170,0.07647059,"pt_intercept","Festuca perennis",439.223350253807,15.6517766497462
"261","UCSC",2002,"3",1,"EPF",170,0.005882353,"pt_intercept","Plantago lanceolata",675.426804123711,14.2685773195876
"262","UCSC",2002,"3",1,"EPF",170,0.005882353,"pt_intercept","Rumex acetosella",840.902636916836,12.4764705882353
"263","UCSC",2002,"3",4,"NAGr",170,0.02352941,"pt_intercept","Isolepis carinata",684.833333333333,14.0958333333333
"264","UCSC",2002,"3",14,"NPG",170,0.08235294,"pt_intercept","Danthonia californica",988.511682242991,10.9049065420561
"265","UCSC",2003,"3",46,"EAF",135,0.3407407,"pt_intercept","Erodium botrys",564.372064276885,15.2334363411619
"266","UCSC",2003,"3",1,"EAF",135,0.007407407,"pt_intercept","Erodium moschatum",444.970307529162,15.9901378579003
"267","UCSC",2003,"3",17,"EAF",135,0.1259259,"pt_intercept","Geranium dissectum",665.910390848427,14.472068636797
"268","UCSC",2003,"3",1,"EAF",135,0.007407407,"pt_intercept","Lysimachia arvensis",563.950011158224,15.2182102209328
"269","UCSC",2003,"3",41,"EAG",135,0.3037037,"pt_intercept","Brachypodium distachyon",506.828431372549,15.8725490196078
"270","UCSC",2003,"3",1,"EAG",135,0.007407407,"pt_intercept","Bromus diandrus",498.078320090806,15.4570942111237
"271","UCSC",2003,"3",20,"EAG",135,0.1481481,"pt_intercept","Vulpia myuros",569.9375,15.07890625
"272","UCSC",2003,"3",1,"EAG",135,0.007407407,"pt_intercept","Festuca perennis",439.223350253807,15.6517766497462
"273","UCSC",2003,"3",2,"EPF",135,0.01481481,"pt_intercept","Plantago lanceolata",675.426804123711,14.2685773195876
"274","UCSC",2003,"3",5,"EPF",135,0.03703704,"pt_intercept","Rumex acetosella",840.902636916836,12.4764705882353
"275","UCSC",2004,"3",9,"EAF",123,0.07317073,"pt_intercept","Erodium botrys",564.372064276885,15.2334363411619
"276","UCSC",2004,"3",2,"EAF",123,0.01626016,"pt_intercept","Erodium moschatum",444.970307529162,15.9901378579003
"277","UCSC",2004,"3",13,"EAF",123,0.1056911,"pt_intercept","Geranium dissectum",665.910390848427,14.472068636797
"278","UCSC",2004,"3",48,"EAG",123,0.3902439,"pt_intercept","Brachypodium distachyon",506.828431372549,15.8725490196078
"279","UCSC",2004,"3",1,"EAG",123,0.008130081,"pt_intercept","Bromus diandrus",498.078320090806,15.4570942111237
"280","UCSC",2004,"3",42,"EAG",123,0.3414634,"pt_intercept","Vulpia myuros",569.9375,15.07890625
"281","UCSC",2004,"3",8,"EAG",123,0.06504065,"pt_intercept","Festuca perennis",439.223350253807,15.6517766497462
"282","UCSC",2005,"3",23,"EAF",170,0.1352941,"pt_intercept","Erodium botrys",564.372064276885,15.2334363411619
"283","UCSC",2005,"3",1,"EAF",170,0.005882353,"pt_intercept","Erodium cicutarium",446.619139547711,15.7789299503585
"284","UCSC",2005,"3",20,"EAF",170,0.1176471,"pt_intercept","Geranium dissectum",665.910390848427,14.472068636797
"285","UCSC",2005,"3",2,"EAG",170,0.01176471,"pt_intercept","Avena barbata",513.813936249073,15.448628613788
"286","UCSC",2005,"3",50,"EAG",170,0.2941176,"pt_intercept","Brachypodium distachyon",506.828431372549,15.8725490196078
"287","UCSC",2005,"3",44,"EAG",170,0.2588235,"pt_intercept","Vulpia myuros",569.9375,15.07890625
"288","UCSC",2005,"3",7,"EAG",170,0.04117647,"pt_intercept","Festuca perennis",439.223350253807,15.6517766497462
"289","UCSC",2005,"3",17,"EPF",170,0.1,"pt_intercept","Rumex acetosella",840.902636916836,12.4764705882353
"290","UCSC",2005,"3",6,"NPF",170,0.03529412,"pt_intercept","Eschscholzia californica",580.352532391048,14.909210836278
"291","UCSC",2006,"3",1,"EAF",60,0.01666667,"pt_intercept","Geranium dissectum",665.910390848427,14.472068636797
"292","UCSC",2006,"3",26,"EAG",60,0.4333333,"pt_intercept","Brachypodium distachyon",506.828431372549,15.8725490196078
"293","UCSC",2006,"3",2,"EAG",60,0.03333333,"pt_intercept","Bromus diandrus",498.078320090806,15.4570942111237
"294","UCSC",2006,"3",13,"EAG",60,0.2166667,"pt_intercept","Vulpia myuros",569.9375,15.07890625
"295","UCSC",2006,"3",18,"EPF",60,0.3,"pt_intercept","Rumex acetosella",840.902636916836,12.4764705882353
"296","UCSC",2007,"3",29,"EAF",154,0.1883117,"pt_intercept","Erodium botrys",564.372064276885,15.2334363411619
"297","UCSC",2007,"3",1,"EAF",154,0.006493506,"pt_intercept","Erodium moschatum",444.970307529162,15.9901378579003
"298","UCSC",2007,"3",24,"EAF",154,0.1558442,"pt_intercept","Geranium dissectum",665.910390848427,14.472068636797
"299","UCSC",2007,"3",43,"EAG",154,0.2792208,"pt_intercept","Brachypodium distachyon",506.828431372549,15.8725490196078
"300","UCSC",2007,"3",2,"EAG",154,0.01298701,"pt_intercept","Bromus diandrus",498.078320090806,15.4570942111237
"301","UCSC",2007,"3",48,"EAG",154,0.3116883,"pt_intercept","Vulpia myuros",569.9375,15.07890625
"302","UCSC",2007,"3",4,"EAG",154,0.02597403,"pt_intercept","Festuca perennis",439.223350253807,15.6517766497462
"303","UCSC",2007,"3",3,"EPF",154,0.01948052,"pt_intercept","Rumex acetosella",840.902636916836,12.4764705882353
"304","UCSC",2008,"3",34,"EAF",98,0.3469388,"pt_intercept","Erodium botrys",564.372064276885,15.2334363411619
"305","UCSC",2008,"3",6,"EAF",98,0.06122449,"pt_intercept","Geranium dissectum",665.910390848427,14.472068636797
"306","UCSC",2008,"3",50,"EAG",98,0.5102041,"pt_intercept","Brachypodium distachyon",506.828431372549,15.8725490196078
"307","UCSC",2008,"3",5,"EAG",98,0.05102041,"pt_intercept","Bromus diandrus",498.078320090806,15.4570942111237
"308","UCSC",2008,"3",2,"EAG",98,0.02040816,"pt_intercept","Vulpia myuros",569.9375,15.07890625
"309","UCSC",2008,"3",1,"EAG",98,0.01020408,"pt_intercept","Festuca perennis",439.223350253807,15.6517766497462
"310","UCSC",2009,"3",24,"EAF",141,0.1702128,"pt_intercept","Carduus pycnocephalus",573.247469066367,15.2354893138358
"311","UCSC",2009,"3",71,"EAF",141,0.5035461,"pt_intercept","Erodium botrys",564.372064276885,15.2334363411619
"312","UCSC",2009,"3",2,"EAF",141,0.0141844,"pt_intercept","Erodium moschatum",444.970307529162,15.9901378579003
"313","UCSC",2009,"3",6,"EAF",141,0.04255319,"pt_intercept","Geranium dissectum",665.910390848427,14.472068636797
"314","UCSC",2009,"3",7,"EAG",141,0.04964539,"pt_intercept","Bromus diandrus",498.078320090806,15.4570942111237
"315","UCSC",2009,"3",4,"EAG",141,0.02836879,"pt_intercept","Vulpia myuros",569.9375,15.07890625
"316","UCSC",2009,"3",21,"EAG",141,0.1489362,"pt_intercept","Festuca perennis",439.223350253807,15.6517766497462
"317","UCSC",2009,"3",2,"EPF",141,0.0141844,"pt_intercept","Hypochaeris radicata",786.241477272727,13.9678977272727
"318","UCSC",2009,"3",4,"EPF",141,0.02836879,"pt_intercept","Rumex acetosella",840.902636916836,12.4764705882353
"319","UCSC",2010,"3",46,"EAF",116,0.3965517,"pt_intercept","Erodium botrys",564.372064276885,15.2334363411619
"320","UCSC",2010,"3",1,"EAF",116,0.00862069,"pt_intercept","Erodium cicutarium",446.619139547711,15.7789299503585
"321","UCSC",2010,"3",2,"EAF",116,0.01724138,"pt_intercept","Geranium dissectum",665.910390848427,14.472068636797
"322","UCSC",2010,"3",2,"EAG",116,0.01724138,"pt_intercept","Avena barbata",513.813936249073,15.448628613788
"323","UCSC",2010,"3",58,"EAG",116,0.5,"pt_intercept","Brachypodium distachyon",506.828431372549,15.8725490196078
"324","UCSC",2010,"3",5,"EAG",116,0.04310345,"pt_intercept","Bromus diandrus",498.078320090806,15.4570942111237
"325","UCSC",2010,"3",2,"EAG",116,0.01724138,"pt_intercept","Vulpia myuros",569.9375,15.07890625
"326","UCSC",2011,"3",29,"EAF",115,0.2521739,"pt_intercept","Erodium botrys",564.372064276885,15.2334363411619
"327","UCSC",2011,"3",16,"EAF",115,0.1391304,"pt_intercept","Geranium dissectum",665.910390848427,14.472068636797
"328","UCSC",2011,"3",41,"EAG",115,0.3565217,"pt_intercept","Brachypodium distachyon",506.828431372549,15.8725490196078
"329","UCSC",2011,"3",9,"EAG",115,0.07826087,"pt_intercept","Bromus diandrus",498.078320090806,15.4570942111237
"330","UCSC",2011,"3",15,"EAG",115,0.1304348,"pt_intercept","Vulpia myuros",569.9375,15.07890625
"331","UCSC",2011,"3",5,"EPF",115,0.04347826,"pt_intercept","Rumex acetosella",840.902636916836,12.4764705882353
"332","UCSC",2012,"3",19,"EAF",129,0.1472868,"pt_intercept","Erodium botrys",564.372064276885,15.2334363411619
"333","UCSC",2012,"3",11,"EAF",129,0.08527132,"pt_intercept","Geranium dissectum",665.910390848427,14.472068636797
"334","UCSC",2012,"3",9,"EAG",129,0.06976744,"pt_intercept","Avena barbata",513.813936249073,15.448628613788
"335","UCSC",2012,"3",67,"EAG",129,0.5193798,"pt_intercept","Brachypodium distachyon",506.828431372549,15.8725490196078
"336","UCSC",2012,"3",1,"EAG",129,0.007751938,"pt_intercept","Bromus diandrus",498.078320090806,15.4570942111237
"337","UCSC",2012,"3",18,"EAG",129,0.1395349,"pt_intercept","Vulpia myuros",569.9375,15.07890625
"338","UCSC",2012,"3",4,"EPF",129,0.03100775,"pt_intercept","Rumex acetosella",840.902636916836,12.4764705882353
